animal_id,ear_tag,species,breed,age_months,sex,owner_id,owner_name,village,block,district_id,district_name,state,vaccination_history,registered_at
AN-7DDA18E7,MH-SOL-C9A9A2,cattle,Dangi,35,male,OWN-SOL-4155,Owner_358,madhgaon77,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-13"", ""batch"": ""BATCH-1531"", ""administered_by"": ""VET-SOL-424""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-01-09"", ""batch"": ""BATCH-4892"", ""administered_by"": ""VET-SOL-522""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-12-10"", ""batch"": ""BATCH-5170"", ""administered_by"": ""VET-SOL-363""}]",2024-06-25
AN-2EA17C93,MH-SOL-69B981,sheep,Lonand,94,male,OWN-SOL-2246,Owner_8,karmpur83,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-01-20"", ""batch"": ""BATCH-1733"", ""administered_by"": ""VET-SOL-468""}]",2024-01-08
AN-23E058B5,MH-SOL-A9A55C,buffalo,Marathwadi,83,male,OWN-SOL-8554,Owner_53,akkagaon44,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-05-14"", ""batch"": ""BATCH-5286"", ""administered_by"": ""VET-SOL-878""}]",2024-04-08
AN-2671E5AE,MH-SOL-B2785F,poultry,Vanaraja,2,female,OWN-SOL-2075,Owner_487,mangpur19,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,[],2024-03-24
AN-978494BD,MH-SOL-8C31B1,poultry,Kadaknath,21,female,OWN-SOL-9089,Owner_490,mangwadi90,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-06-17"", ""batch"": ""BATCH-2013"", ""administered_by"": ""VET-SOL-440""}]",2024-03-04
AN-599E8EFF,MH-SOL-3737A0,sheep,Madgyal,7,female,OWN-SOL-1027,Owner_212,barspur57,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-10-27"", ""batch"": ""BATCH-3599"", ""administered_by"": ""VET-SOL-205""}]",2024-05-21
AN-5250CFF0,MH-SOL-16C596,cattle,HF Cross,93,female,OWN-SOL-8922,Owner_366,barstarf4,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-05-25"", ""batch"": ""BATCH-9251"", ""administered_by"": ""VET-SOL-742""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-02-25"", ""batch"": ""BATCH-8300"", ""administered_by"": ""VET-SOL-728""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-23"", ""batch"": ""BATCH-1901"", ""administered_by"": ""VET-SOL-306""}]",2024-06-21
AN-0FBB581A,MH-SOL-623D42,buffalo,Murrah,102,female,OWN-SOL-9371,Owner_54,madhkhurd62,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-12-01"", ""batch"": ""BATCH-2636"", ""administered_by"": ""VET-SOL-959""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-10-19"", ""batch"": ""BATCH-5661"", ""administered_by"": ""VET-SOL-390""}]",2024-05-11
AN-30191371,MH-SOL-AF603A,sheep,Deccani,17,female,OWN-SOL-2003,Owner_95,manggaon27,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-01-14"", ""batch"": ""BATCH-2920"", ""administered_by"": ""VET-SOL-497""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-12-18"", ""batch"": ""BATCH-6455"", ""administered_by"": ""VET-SOL-317""}]",2024-04-03
AN-CC61D1CB,MH-SOL-89C1A8,cattle,Red Kandhari,114,female,OWN-SOL-7187,Owner_247,pandwadi60,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-11"", ""batch"": ""BATCH-9664"", ""administered_by"": ""VET-SOL-736""}]",2024-01-16
AN-62AF15DE,MH-SOL-F67208,sheep,Madgyal,94,female,OWN-SOL-9099,Owner_274,madhnagar69,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-02"", ""batch"": ""BATCH-6641"", ""administered_by"": ""VET-SOL-853""}]",2024-05-10
AN-81E4DE0F,MH-SOL-AEF5FA,cattle,Red Kandhari,67,male,OWN-SOL-6824,Owner_191,akkanagar30,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-12-16"", ""batch"": ""BATCH-9843"", ""administered_by"": ""VET-SOL-549""}]",2024-05-22
AN-B156EB70,MH-SOL-37BC20,cattle,Khillari,57,male,OWN-SOL-7237,Owner_306,akkabudruk16,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-12"", ""batch"": ""BATCH-4397"", ""administered_by"": ""VET-SOL-395""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-06-05"", ""batch"": ""BATCH-5980"", ""administered_by"": ""VET-SOL-242""}]",2024-04-27
AN-FFFF3497,MH-SOL-AFBE42,poultry,Vanaraja,14,female,OWN-SOL-9459,Owner_219,pandnagar73,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-10-27"", ""batch"": ""BATCH-1166"", ""administered_by"": ""VET-SOL-152""}]",2024-04-18
AN-12D9A6D6,MH-SOL-9DC1DF,buffalo,Surti,17,female,OWN-SOL-4993,Owner_254,barsnagar2,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-12-21"", ""batch"": ""BATCH-7947"", ""administered_by"": ""VET-SOL-377""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-05-19"", ""batch"": ""BATCH-8883"", ""administered_by"": ""VET-SOL-143""}]",2024-02-10
AN-959E19B0,MH-SOL-356451,cattle,Deoni,50,male,OWN-SOL-6838,Owner_249,madhgaon13,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-08-02"", ""batch"": ""BATCH-2139"", ""administered_by"": ""VET-SOL-651""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-16"", ""batch"": ""BATCH-9319"", ""administered_by"": ""VET-SOL-413""}]",2024-05-01
AN-DA6CC7CE,MH-SOL-2D47D0,poultry,BV380,22,male,OWN-SOL-5745,Owner_472,karmtarf49,Karmala,SOLAPUR,Solapur,Maharashtra,[],2024-02-01
AN-AB4AEDA6,MH-SOL-D4F352,cattle,Dangi,75,female,OWN-SOL-5091,Owner_333,barspur17,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-08"", ""batch"": ""BATCH-4249"", ""administered_by"": ""VET-SOL-883""}]",2024-05-09
AN-0C13B82E,MH-SOL-66E756,goat,Konkan Kanyal,19,male,OWN-SOL-2823,Owner_306,madhpeth71,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-23"", ""batch"": ""BATCH-6135"", ""administered_by"": ""VET-SOL-755""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-12-16"", ""batch"": ""BATCH-4803"", ""administered_by"": ""VET-SOL-942""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-02-11"", ""batch"": ""BATCH-5712"", ""administered_by"": ""VET-SOL-680""}]",2024-04-02
AN-2453B848,MH-SOL-D5C81D,sheep,Kolhapuri,55,female,OWN-SOL-5363,Owner_249,barspeth91,Barshi,SOLAPUR,Solapur,Maharashtra,[],2024-03-24
AN-952CB919,MH-SOL-18FFE0,sheep,Madgyal,46,female,OWN-SOL-2756,Owner_352,karmtarf38,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-09-27"", ""batch"": ""BATCH-1680"", ""administered_by"": ""VET-SOL-125""}]",2024-03-27
AN-C364EEBA,MH-SOL-622AA9,poultry,BV380,21,female,OWN-SOL-4902,Owner_208,madhnagar83,Madha,SOLAPUR,Solapur,Maharashtra,[],2024-02-24
AN-69ABF39A,MH-SOL-09588F,cattle,Deoni,98,male,OWN-SOL-1670,Owner_315,pandpur92,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-04-23"", ""batch"": ""BATCH-4823"", ""administered_by"": ""VET-SOL-283""}]",2024-05-11
AN-57D5898F,MH-SOL-6D1C07,poultry,Kadaknath,4,female,OWN-SOL-2237,Owner_219,mangkhurd34,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-02-23"", ""batch"": ""BATCH-1911"", ""administered_by"": ""VET-SOL-945""}]",2024-04-12
AN-25A33E12,MH-SOL-D50427,cattle,Khillari,100,female,OWN-SOL-3800,Owner_85,akkagaon28,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-10-25"", ""batch"": ""BATCH-4225"", ""administered_by"": ""VET-SOL-488""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-09-18"", ""batch"": ""BATCH-4759"", ""administered_by"": ""VET-SOL-936""}]",2024-05-20
AN-F19669AC,MH-SOL-5B6465,sheep,Deccani,72,female,OWN-SOL-9927,Owner_73,karmpur5,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-13"", ""batch"": ""BATCH-8647"", ""administered_by"": ""VET-SOL-797""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-12-07"", ""batch"": ""BATCH-9285"", ""administered_by"": ""VET-SOL-613""}]",2024-03-03
AN-EE1CF7F1,MH-SOL-D2C127,goat,Sirohi Cross,109,female,OWN-SOL-9432,Owner_445,pandbudruk5,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-17"", ""batch"": ""BATCH-9699"", ""administered_by"": ""VET-SOL-919""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-15"", ""batch"": ""BATCH-9744"", ""administered_by"": ""VET-SOL-106""}]",2024-04-13
AN-E1215E20,MH-SOL-406A55,sheep,Deccani,87,male,OWN-SOL-8001,Owner_54,karmbudruk46,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-08-02"", ""batch"": ""BATCH-1446"", ""administered_by"": ""VET-SOL-182""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-07-11"", ""batch"": ""BATCH-2121"", ""administered_by"": ""VET-SOL-250""}]",2024-02-01
AN-EBB7CCAF,MH-SOL-5AE364,cattle,Red Kandhari,80,female,OWN-SOL-2722,Owner_123,madhtarf58,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-15"", ""batch"": ""BATCH-3989"", ""administered_by"": ""VET-SOL-973""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-06-19"", ""batch"": ""BATCH-9975"", ""administered_by"": ""VET-SOL-941""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-09"", ""batch"": ""BATCH-3897"", ""administered_by"": ""VET-SOL-930""}]",2024-01-23
AN-52164612,MH-SOL-F4274A,buffalo,Pandharpuri,107,female,OWN-SOL-5118,Owner_419,mangtarf27,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,[],2024-05-09
AN-E18CA13E,MH-SOL-A7C573,buffalo,Marathwadi,117,female,OWN-SOL-3439,Owner_167,pandkhurd52,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-12"", ""batch"": ""BATCH-4902"", ""administered_by"": ""VET-SOL-193""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-08"", ""batch"": ""BATCH-1376"", ""administered_by"": ""VET-SOL-655""}]",2024-01-10
AN-A8443341,MH-SOL-E44B5E,goat,Sangamneri,24,male,OWN-SOL-6309,Owner_313,barswadi99,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-05-23"", ""batch"": ""BATCH-8873"", ""administered_by"": ""VET-SOL-546""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-08-04"", ""batch"": ""BATCH-4602"", ""administered_by"": ""VET-SOL-453""}]",2024-05-11
AN-98FFA6AD,MH-SOL-61E981,cattle,HF Cross,63,male,OWN-SOL-3456,Owner_261,mangbudruk53,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-03-15"", ""batch"": ""BATCH-2828"", ""administered_by"": ""VET-SOL-724""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-03-16"", ""batch"": ""BATCH-3802"", ""administered_by"": ""VET-SOL-907""}]",2024-03-03
AN-06CE1F17,MH-SOL-955698,poultry,Vanaraja,8,female,OWN-SOL-4832,Owner_109,akkapeth69,Akkalkot,SOLAPUR,Solapur,Maharashtra,[],2024-03-12
AN-E71B9778,MH-SOL-E4CD3E,poultry,Kadaknath,11,female,OWN-SOL-3146,Owner_362,pandgaon31,Pandharpur,SOLAPUR,Solapur,Maharashtra,[],2024-06-05
AN-04B4706F,MH-SOL-26D751,buffalo,Marathwadi,61,female,OWN-SOL-1451,Owner_18,mangnagar13,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,[],2024-03-25
AN-1A31B411,MH-SOL-95FEC1,goat,Osmanabadi,72,female,OWN-SOL-9969,Owner_365,pandpur84,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-04-08"", ""batch"": ""BATCH-2887"", ""administered_by"": ""VET-SOL-194""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-10-14"", ""batch"": ""BATCH-5028"", ""administered_by"": ""VET-SOL-471""}]",2024-03-05
AN-1D8F02C6,MH-SOL-9D1F4F,goat,Konkan Kanyal,6,female,OWN-SOL-6596,Owner_203,karmwadi95,Karmala,SOLAPUR,Solapur,Maharashtra,[],2024-05-01
AN-87B9A48B,MH-SOL-78658C,cattle,Gir Cross,45,male,OWN-SOL-9183,Owner_351,mangtarf2,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-01-25"", ""batch"": ""BATCH-8057"", ""administered_by"": ""VET-SOL-819""}]",2024-06-14
AN-F9C39C9A,MH-SOL-FC5B8D,buffalo,Pandharpuri,45,female,OWN-SOL-1199,Owner_177,mangpur99,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-04-03"", ""batch"": ""BATCH-3118"", ""administered_by"": ""VET-SOL-300""}]",2024-03-17
AN-D454F4EF,MH-SOL-9D22FC,goat,Sangamneri,40,female,OWN-SOL-5524,Owner_221,barsbudruk12,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-03-25"", ""batch"": ""BATCH-1724"", ""administered_by"": ""VET-SOL-374""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-03-10"", ""batch"": ""BATCH-6522"", ""administered_by"": ""VET-SOL-851""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-10-15"", ""batch"": ""BATCH-4059"", ""administered_by"": ""VET-SOL-558""}]",2024-02-25
AN-334F98BD,MH-SOL-7ABE13,cattle,Jersey Cross,16,male,OWN-SOL-9350,Owner_18,madhpur91,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-25"", ""batch"": ""BATCH-3616"", ""administered_by"": ""VET-SOL-780""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-09-02"", ""batch"": ""BATCH-8500"", ""administered_by"": ""VET-SOL-381""}]",2024-03-25
AN-FDAFD200,MH-SOL-59211B,sheep,Madgyal,13,female,OWN-SOL-8042,Owner_172,mangwadi30,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-27"", ""batch"": ""BATCH-6199"", ""administered_by"": ""VET-SOL-474""}, {""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-08-08"", ""batch"": ""BATCH-4108"", ""administered_by"": ""VET-SOL-549""}]",2024-04-03
AN-688A8A4F,MH-SOL-3B0219,cattle,Red Kandhari,96,female,OWN-SOL-7845,Owner_323,madhpeth60,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-10-16"", ""batch"": ""BATCH-4850"", ""administered_by"": ""VET-SOL-255""}]",2024-01-12
AN-B53BF761,MH-SOL-832055,sheep,Deccani,15,male,OWN-SOL-3240,Owner_170,karmwadi18,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-09-27"", ""batch"": ""BATCH-4583"", ""administered_by"": ""VET-SOL-505""}]",2024-06-17
AN-AD06832F,MH-SOL-50190C,buffalo,Nagpuri,84,male,OWN-SOL-3428,Owner_144,barspeth99,Barshi,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-21"", ""batch"": ""BATCH-7065"", ""administered_by"": ""VET-SOL-764""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-03-13"", ""batch"": ""BATCH-8438"", ""administered_by"": ""VET-SOL-361""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-11-28"", ""batch"": ""BATCH-4870"", ""administered_by"": ""VET-SOL-392""}]",2024-03-07
AN-364FD399,MH-SOL-1D1423,buffalo,Pandharpuri,108,female,OWN-SOL-2217,Owner_476,madhkhurd58,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-03-05"", ""batch"": ""BATCH-1500"", ""administered_by"": ""VET-SOL-408""}]",2024-03-18
AN-7B8FBBA3,MH-SOL-39FB61,goat,Osmanabadi,48,female,OWN-SOL-4551,Owner_154,akkawadi2,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-03-27"", ""batch"": ""BATCH-3772"", ""administered_by"": ""VET-SOL-611""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-10-27"", ""batch"": ""BATCH-3184"", ""administered_by"": ""VET-SOL-612""}]",2024-01-16
AN-5824CFE7,MH-SOL-10522D,buffalo,Marathwadi,28,female,OWN-SOL-5298,Owner_240,madhbudruk99,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-11-01"", ""batch"": ""BATCH-5351"", ""administered_by"": ""VET-SOL-984""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-12-09"", ""batch"": ""BATCH-5699"", ""administered_by"": ""VET-SOL-345""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-08-13"", ""batch"": ""BATCH-3387"", ""administered_by"": ""VET-SOL-753""}]",2024-05-27
AN-745EB3D8,MH-SOL-CC0DCD,buffalo,Nagpuri,105,female,OWN-SOL-5722,Owner_287,akkatarf74,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-08-12"", ""batch"": ""BATCH-7342"", ""administered_by"": ""VET-SOL-473""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-09-16"", ""batch"": ""BATCH-8104"", ""administered_by"": ""VET-SOL-891""}]",2024-06-24
AN-8A28EAD8,MH-SOL-82B83C,poultry,Cobb400,17,male,OWN-SOL-8187,Owner_48,barskhurd4,Barshi,SOLAPUR,Solapur,Maharashtra,[],2024-02-08
AN-6D05B598,MH-SOL-FC2FF2,goat,Sirohi Cross,100,female,OWN-SOL-2770,Owner_259,akkagaon51,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-12-28"", ""batch"": ""BATCH-5531"", ""administered_by"": ""VET-SOL-955""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-07-22"", ""batch"": ""BATCH-5708"", ""administered_by"": ""VET-SOL-694""}]",2024-03-28
AN-547D0A56,MH-SOL-7FE2A0,sheep,Kolhapuri,4,female,OWN-SOL-4015,Owner_341,akkatarf52,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""PPR Sungri/96 Live Attenuated"", ""disease"": ""ppr"", ""date"": ""2024-03-09"", ""batch"": ""BATCH-6121"", ""administered_by"": ""VET-SOL-181""}]",2024-02-24
AN-4D0DDA57,MH-SOL-99FD6D,cattle,Gir Cross,61,female,OWN-SOL-4698,Owner_150,pandgaon97,Pandharpur,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-27"", ""batch"": ""BATCH-8876"", ""administered_by"": ""VET-SOL-924""}, {""vaccine"": ""Lumpi-ProVac (GoatPox based)"", ""disease"": ""lsd"", ""date"": ""2024-11-10"", ""batch"": ""BATCH-5890"", ""administered_by"": ""VET-SOL-176""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-05-23"", ""batch"": ""BATCH-5886"", ""administered_by"": ""VET-SOL-269""}]",2024-04-11
AN-D4438FFD,MH-SOL-1D1B80,goat,Sirohi Cross,8,female,OWN-SOL-7031,Owner_242,akkatarf29,Akkalkot,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-06-09"", ""batch"": ""BATCH-5847"", ""administered_by"": ""VET-SOL-184""}, {""vaccine"": ""Brucella S19 / Rev-1"", ""disease"": ""brucellosis"", ""date"": ""2024-05-20"", ""batch"": ""BATCH-3002"", ""administered_by"": ""VET-SOL-449""}]",2024-06-01
AN-35CF9DBB,MH-SOL-D92522,buffalo,Pandharpuri,87,female,OWN-SOL-8185,Owner_481,madhtarf9,Madha,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-02-03"", ""batch"": ""BATCH-7226"", ""administered_by"": ""VET-SOL-819""}]",2024-06-17
AN-6AD70DEC,MH-SOL-58484A,poultry,Desi,14,female,OWN-SOL-2924,Owner_416,karmwadi68,Karmala,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-05-18"", ""batch"": ""BATCH-1489"", ""administered_by"": ""VET-SOL-161""}]",2024-03-24
AN-EE35FA68,MH-SOL-83B2D4,poultry,Kadaknath,23,male,OWN-SOL-3541,Owner_193,mangwadi68,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""AI H5N1 Inactivated (poultry)"", ""disease"": ""ai_h5n1"", ""date"": ""2024-12-17"", ""batch"": ""BATCH-3360"", ""administered_by"": ""VET-SOL-264""}]",2024-03-19
AN-33FCBB49,MH-SOL-679E07,cattle,HF Cross,102,female,OWN-SOL-9188,Owner_138,mangkhurd40,Mangalvedhe,SOLAPUR,Solapur,Maharashtra,"[{""vaccine"": ""FMD Trivalent (O, A, Asia1)"", ""disease"": ""fmd"", ""date"": ""2024-08-17"", ""batch"": ""BATCH-5843"", ""administered_by"": ""VET-SOL-568""}]",2024-01-12
